id	duration	effect_type	requested_stance	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	damage_amount	max_damaged_entities	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group	spreading	freeze_recharge	heal_amount	barrier_heal_amount	remove_magical	execute_ratio
wh2_dlc11_spell_deep_fog_of_the_damned	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_heavens_curse_of_the_midnight_wind	wh2_dlc11_ability_fog_of_the_damned_debuff	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_dlc11_spell_deep_fog_of_the_damned_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_heavens_curse_of_the_midnight_wind	wh2_dlc11_ability_fog_of_the_damned_debuff	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_dlc11_spell_deep_krakens_pull	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_heavens_curse_of_the_midnight_wind		false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_dlc11_spell_deep_tidecall	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_dlc14_spell_stealth_brittle_bone	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_dlc14_spell_stealth_brittle_bone	wh2_dlc14_spell_stealth_brittle_bone	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_dlc14_spell_stealth_brittle_bone_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_dlc14_spell_stealth_brittle_bone	wh2_dlc14_spell_stealth_brittle_bone_upgraded	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_dlc14_spell_stealth_veil_of_shadows	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_main_spell_bound_whip_of_agony	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_main_spell_dark_magic_word_of_pain	wh_main_spell_dark_magic_word_of_pain	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_main_spell_dark_magic_chillwind	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_main_spell_dark_magic_chillwind_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_main_spell_dark_magic_word_of_pain	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_main_spell_dark_magic_word_of_pain	wh_main_spell_dark_magic_word_of_pain	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_main_spell_dark_magic_word_of_pain_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_main_spell_dark_magic_word_of_pain	wh_main_spell_dark_magic_word_of_pain	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_main_spell_plague_wither	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_main_spell_plague_wither	wh2_main_spell_plague_wither	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_main_spell_plague_wither_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_main_spell_plague_wither	wh2_main_spell_plague_wither	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_main_spell_ruin_howling_warpgale	-1.0000	negative		true	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_main_spell_ruin_howling_warpgale	wh_main_spell_ruin_howling_warpgale	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_main_spell_ruin_howling_warpgale_upgraded	-1.0000	negative		true	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_main_spell_ruin_howling_warpgale	wh_main_spell_ruin_howling_warpgale	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_dlc23_spell_hashut_ash_storm	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_dlc23_hashut_ash_storm	wh3_dlc23_spell_hashut_ash_storm	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_dlc23_spell_hashut_ash_storm_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_dlc23_hashut_ash_storm	wh3_dlc23_spell_hashut_ash_storm	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_dlc23_spell_hashut_dark_subjugation	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_dlc23_dark_subjugation	wh3_dlc23_spell_hashut_dark_subjugation	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_dlc23_spell_hashut_dark_subjugation_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_dlc23_dark_subjugation	wh3_dlc23_spell_hashut_dark_subjugation	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_dlc24_spell_bound_missile_mirror	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_spell_yin_missile_mirror	wh3__spell_yin_missile_mirror	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_dlc24_spell_hags_curse_of_the_ancient_witch	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_dlc24_curse_of_the_ancient_widow	wh3_dlc24_curse_of_the_ancient_widow	false	false	true	0.0000		wh3_dlc24_spell_hags_curse_of_the_ancient_witch	false	0.0000	0.0000	false	0.0000
wh3_dlc24_spell_hags_the_forbidden_fens	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_dlc24_spell_hag_the_forbidden_fens	wh3_dlc24_spell_hag_generic_wisp	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_bound_transmutation_of_lead	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_metal_transmutation_of_lead	wh_main_spell_metal_transmutation_of_lead	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_great_maw_braingobbler	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_spell_great_maw_braingobbler	wh3_main_spell_great_maw_braingobbler	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_great_maw_braingobbler_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_spell_great_maw_braingobbler	wh3_main_spell_great_maw_braingobbler	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_ice_ice_sheet	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_ice_ice_sheet_debuff		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_nurgle_miasma_of_pestilence	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_nurgle_miasma_of_pestilence	wh3_main_spell_nurgle_miasma_of_pestilence	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_nurgle_miasma_of_pestilence_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_nurgle_miasma_of_pestilence	wh3_main_spell_nurgle_miasma_of_pestilence	false	true	true	0.0000		wh3_main_spell_nurgle_miasma_of_pestilence_upgraded	false	0.0000	0.0000	false	0.0000
wh3_main_spell_slaanesh_acquiescence	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_spell_slaanesh_acquiescence	wh3_main_spell_slaanesh_acquiescence	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_slaanesh_acquiescence_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_spell_slaanesh_acquiescence	wh3_main_spell_slaanesh_acquiescence	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_slaanesh_phantasmagoria	-1.0000	negative		true	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_spell_slaanesh_phantasmagoria	wh3_main_spell_slaanesh_phantasmagoria	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_slaanesh_phantasmagoria_upgraded	-1.0000	negative		true	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_spell_slaanesh_phantasmagoria	wh3_main_spell_slaanesh_phantasmagoria	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_tempest_hawks_of_miska	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_tempest_hawks_of_miska_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_tzeentch_glean_magic	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	-0.4000	-0.1000	false	0		wh3_main_tzeentch_glean_magic_debuff	wh3_main_spell_tzeentch_glean_magic	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_tzeentch_glean_magic_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	-0.4000	-0.1000	false	0		wh3_main_tzeentch_glean_magic_debuff	wh3_main_spell_tzeentch_glean_magic	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_tzeentch_treason_of_tzeentch	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_tzeentch_treason_of_tzeentch	wh3_main_spell_tzeentch_treason_of_tzeentch	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_tzeentch_treason_of_tzeentch_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_tzeentch_treason_of_tzeentch	wh3_main_spell_tzeentch_treason_of_tzeentch	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_yin_missile_mirror	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_spell_yin_missile_mirror	wh3__spell_yin_missile_mirror	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_yin_missile_mirror_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_spell_yin_missile_mirror	wh3__spell_yin_missile_mirror	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_yin_storm_of_shadows	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_spell_yin_storm_of_shadows	wh3_main_spell_yin_storm_of_shadows	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh3_main_spell_yin_storm_of_shadows_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_spell_yin_storm_of_shadows	wh3_main_spell_yin_storm_of_shadows	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_dlc03_spell_beasts_the_curse_of_anraheir	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_dlc03_spell_beasts_the_curse_of_anraheir	wh_dlc03_spell_beasts_curse_of_anraheir	false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_dlc03_spell_wild_devolve	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_dlc03_spell_wild_traitor_kin	wh_dlc03_spell_wild_traitor_kin	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_dlc03_spell_wild_devolve_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_dlc03_spell_wild_traitor_kin	wh_dlc03_spell_wild_traitor_kin	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_dlc05_spell_life_awakening_of_the_wood	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_dlc05_spell_shadow_the_enfeebling_foe	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_dlc05_spell_shadow_the_enfeebling_foe	wh_dlc05_spell_shadow_the_enfeebling_foe	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_dlc05_spell_shadow_the_enfeebling_foe	wh_dlc05_spell_shadow_the_enfeebling_foe	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_dlc05_spell_shadow_the_withering	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_dlc05_spell_shadow_the_withering	wh_dlc05_spell_shadow_the_withering	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_dlc05_spell_shadow_the_withering_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_dlc05_spell_shadow_the_withering	wh_dlc05_spell_shadow_the_withering	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_death_doom_and_darkness	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_death_doom_and_darkness	wh_main_spell_death_doom_and_darkness	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_death_doom_and_darkness_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_death_doom_and_darkness	wh_main_spell_death_doom_and_darkness	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_death_soulblight	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_death_soulblight	wh_main_spell_death_soulblight	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_death_soulblight_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_death_soulblight	wh_main_spell_death_soulblight	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_heavens_curse_of_the_midnight_wind	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_heavens_curse_of_the_midnight_wind	wh_main_spell_heavens_curse_of_the_midnight_wind	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_heavens_curse_of_the_midnight_wind	wh_main_spell_heavens_curse_of_the_midnight_wind	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_light_net_of_amyntok	-1.0000	negative		true	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_light_net_of_amyntok	wh_main_spell_light_net_of_amyntok	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_light_net_of_amyntok_upgraded	-1.0000	negative		true	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_light_net_of_amyntok	wh_main_spell_light_net_of_amyntok	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_lil_waaagh_curse_of_da_bad_moon	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_lil_waaagh_gorkll_fix_it	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_lil_waaagh_gorkll_fix_it	wh_main_spell_lil_waaagh_gorkll_fix_it	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_lil_waaagh_itchy_nuisance	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_lil_waaagh_itchy_nuisance	wh_main_spell_lil_waaagh_itchy_nuisance	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_metal_plague_of_rust	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_metal_plague_of_rust	wh_main_spell_metal_plague_of_rust	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_metal_plague_of_rust_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_metal_plague_of_rust	wh_main_spell_metal_plague_of_rust	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_metal_transmutation_of_lead	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_metal_transmutation_of_lead	wh_main_spell_metal_transmutation_of_lead	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_metal_transmutation_of_lead_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_metal_transmutation_of_lead	wh_main_spell_metal_transmutation_of_lead	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_vampires_curse_of_years	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_vampires_curse_of_years	wh_main_spell_vampires_curse_of_years	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
